,# PDB,function,Heme,multiheme,ligand,axial1,axial2,pocket_volume,saddling,ruffling,doming,breathing,rotation,wavx,wavy,pro,nstr,mstr,transx,transy
6447,3s8f,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,332.0,-0.779,0.522,0.137,0.129,0.014,0.215,0.073,-0.051,-0.014,0.198,-0.021,-0.019
6448,3s8g,oxidoreductase,HEM_A_800,0,HIS-HIS,HIS,HIS,358.0,-0.802,0.513,0.101,-0.118,0.012,0.173,-0.013,-0.04,0.059,0.038,0.027,-0.046
6467,3sdn,oxygen carrier,HEM_A_160,0,HIS-ACT,HIS,ACT,565.0,0.103,-0.113,-0.349,-0.066,0.133,0.148,0.008,-0.023,0.049,0.037,-0.037,0.039
6471,3sfd,electron transporter,HEM_C_1305,0,HIS-HIS,HIS,HIS,512.0,-0.12,0.947,0.317,-0.458,-0.022,0.008,0.012,0.002,-0.075,0.021,0.056,0.028
6472,3sfe,electron transporter,HEM_C_1305,0,HIS-HIS,HIS,HIS,482.0,-0.036,1.332,0.141,-0.396,-0.018,0.002,-0.004,0.001,-0.08,0.0,0.056,0.018
6534,3sxv,oxidoreductase,HEM_A_618,0,HIS,HIS,,401.0,-0.433,0.097,-0.264,-0.188,0.019,-0.016,0.034,-0.013,0.053,0.04,-0.035,0.002
6589,3tga,oxidoreductase,HEM_A_185,0,ARG-HIS,ARG,HIS,422.0,0.158,-0.663,0.183,-0.119,-0.012,0.087,-0.111,-0.006,-0.02,0.052,-0.019,0.055
6590,3tgb,oxidoreductase,HEM_A_185,0,HIS-IMD,HIS,IMD,499.0,0.173,-0.674,0.147,-0.122,0.018,0.069,-0.13,-0.003,-0.044,0.012,-0.0,0.032
6591,3tgc,oxidoreductase,HEM_A_185,0,HIS-NO2,HIS,NO2,470.0,0.179,-0.7,0.086,-0.138,0.013,0.04,-0.123,-0.003,-0.018,0.098,-0.012,0.056
6600,3tgy,oxidoreductase,HEM_A_605,0,HIS-HOH,HIS,HOH,436.0,-0.335,0.117,-0.031,-0.142,0.041,0.035,0.11,-0.007,0.212,-0.155,-0.046,-0.047
6605,3tjs,oxidoreductase,HEM_A_508,0,CYS-D0R,CYS,D0R,416.0,-0.111,-0.056,-0.073,-0.16,-0.038,-0.071,0.064,-0.036,0.067,-0.193,-0.037,0.007
6610,3tkt,oxidoreductase,HEM_A_431,0,CYS,CYS,,367.0,-0.244,-0.152,-0.096,-0.234,-0.016,-0.015,0.152,-0.023,-0.067,-0.12,-0.018,0.004
6613,3tm3,transferase,HEM_A_201,0,HIS,HIS,,533.0,0.165,-0.405,-0.11,-0.257,0.016,-0.157,-0.02,-0.014,-0.032,0.0,-0.036,-0.013
6614,3tm9,oxygen carrier,HEM_A_201,0,HIS,HIS,,513.0,0.361,-0.495,-0.02,0.06,0.062,-0.111,-0.109,-0.022,0.458,0.042,-0.021,-0.025
6615,3tmz,oxidoreductase,HEM_A_501,0,CYS-06X,CYS,06X,411.0,-0.269,0.511,-0.028,0.548,0.011,-0.232,0.024,0.01,-0.009,0.041,-0.049,0.05
6696,3u3e,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,494.0,0.146,0.029,-0.225,-0.146,0.002,0.171,0.067,-0.055,0.01,-0.049,-0.025,0.001
6702,3ua1,oxidoreductase,HEM_A_508,0,CYS,CYS,,435.0,-0.238,0.058,-0.186,-0.278,-0.001,-0.075,0.185,0.021,-0.003,-0.191,0.029,0.087
6705,3uas,oxidoreductase,HEM_A_500,0,CYS,CYS,,401.0,-0.063,0.204,0.277,-0.225,-0.002,-0.307,0.225,-0.004,0.034,-0.032,-0.059,0.02
6706,3uba,oxidoreductase,HEM_A_605,0,HIS,HIS,,411.0,-0.402,0.041,-0.266,-0.275,0.002,0.057,0.224,-0.003,-0.005,0.006,-0.04,0.04
6874,3v6q,oxidoreductase,HEM_A_601,0,HIS-CMO,HIS,CMO,405.0,-0.479,-0.059,-0.315,-0.434,-0.01,-0.09,0.058,0.02,-0.112,0.133,0.049,-0.021
6906,3vm4,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,382.0,-0.821,-0.1,-0.233,-0.266,0.002,-0.205,-0.056,-0.002,-0.061,-0.063,-0.01,0.032
6909,3vno,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,383.0,-0.842,-0.239,-0.256,-0.234,0.028,-0.238,-0.101,0.012,-0.02,-0.049,-0.036,0.04
6910,3vnw,electron transporter,HEM_A_200,0,HIS-MET,HIS,MET,358.0,0.042,-0.922,0.094,-0.161,0.006,0.155,0.068,0.021,-0.092,0.15,-0.08,0.074
6911,3vol,oxidoreductase,HEM_A_401,0,HIS-CYN,HIS,CYN,524.0,-0.043,-0.486,0.381,0.04,-0.061,0.071,0.217,-0.02,0.021,0.447,-0.072,0.036
6912,3voo,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,364.0,-0.768,-0.119,-0.208,-0.308,-0.003,-0.143,-0.11,0.027,0.001,0.025,-0.013,0.072
6913,3vp5,oxidoreductase,HEM_A_201,0,HIS-HIS,HIS,HIS,499.0,-0.002,0.095,0.132,-0.178,0.005,0.007,0.08,-0.003,0.061,0.186,0.03,0.036
6930,3vrm,oxidoreductase,HEM_A_501,0,CYS,CYS,,397.0,-0.441,-0.401,-0.102,-0.29,-0.038,0.004,0.026,-0.009,0.405,0.018,0.071,0.063
6931,3vtj,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,392.0,-0.748,-0.056,-0.046,-0.255,-0.003,-0.256,-0.006,-0.006,0.479,0.006,0.025,0.075
6932,3vu3,oxidoreductase,HEM_A_801,0,TYR,TYR,,376.0,-0.471,-0.932,-0.171,-0.11,-0.076,0.186,-0.058,-0.004,0.39,-0.048,0.093,0.114
6933,3vxi,oxidoreductase,HEM_A_501,0,HIS-HOH,HIS,HOH,378.0,0.458,-0.031,0.015,-0.159,-0.01,0.06,-0.148,0.017,0.024,-0.03,-0.029,-0.018
6934,3vxj,oxidoreductase,HEM_A_501,0,HIS-HOH,HIS,HOH,362.0,0.412,0.016,0.05,-0.161,0.002,0.025,-0.127,-0.007,0.005,0.046,-0.015,0.008
6935,3vym,electron transporter,HEC_A_101,0,HIS,HIS,,806.0,-0.096,-0.518,0.062,-0.161,-0.025,0.006,0.06,0.066,-0.02,-0.004,-0.035,0.055
6944,3w9c,oxidoreductase,HEM_A_501,0,CYS-GOL,CYS,GOL,444.0,-0.474,-0.246,0.186,-0.132,-0.011,0.072,0.093,-0.03,0.018,-0.046,-0.038,0.015
6945,3wc8,electron transporter,HEC_A_201,0,HIS-HOH,HIS,HOH,393.0,-0.244,-0.92,-0.132,-0.106,0.033,0.062,-0.113,0.006,0.039,0.091,0.009,-0.061
6982,3wec,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,437.0,0.198,-0.132,-0.105,-0.368,-0.013,-0.133,0.043,-0.018,0.32,-0.003,0.051,0.15
6995,3wfw,oxidoreductase,HEM_A_201,0,HIS,HIS,,658.0,0.1,-0.489,0.152,-0.132,0.011,-0.102,-0.154,-0.024,-0.018,-0.014,-0.077,0.022
7006,3wnu,oxidoreductase,HEB_A_801,0,HIS,HIS,,406.0,-0.622,-0.014,0.275,0.116,-0.011,-0.092,0.099,0.031,-0.062,0.328,0.127,-0.0
7029,3wui,electron transporter,HEC_A_201,0,HIS-HOH,HIS,HOH,386.0,-0.222,-0.874,-0.076,-0.077,0.024,0.115,-0.152,0.042,-0.141,0.018,-0.076,0.011
7030,3wvs,oxidoreductase,HEM_A_501,0,CYS,CYS,,426.0,-0.164,-0.184,0.071,-0.218,-0.007,-0.096,0.06,-0.009,0.015,0.068,-0.027,0.043
7031,3wxo,oxidoreductase,HEM_A_801,0,HIS-HOH,HIS,HOH,405.0,-0.597,-0.029,0.225,0.112,0.006,-0.084,0.074,0.011,-0.094,0.176,0.12,-0.055
7040,3x16,oxidoreductase,HEB_A_801,0,HIS,HIS,,419.0,-0.436,-0.096,0.107,-0.338,0.047,-0.041,0.048,0.011,0.064,-0.046,-0.063,0.009
7045,3x32,oxidoreductase,HEM_A_101,0,HIS-HIS,HIS,HIS,496.0,0.392,0.291,-0.08,-0.038,0.003,-0.026,-0.111,0.054,0.027,-0.007,-0.008,0.048
7046,3x33,oxidoreductase,HEM_A_101,0,HIS-HIS,HIS,HIS,540.0,0.299,0.243,-0.108,-0.069,-0.011,0.064,-0.089,0.019,0.001,-0.036,0.021,0.029
7047,3x34,oxidoreductase,HEM_A_101,0,HIS-HIS,HIS,HIS,568.0,0.306,0.238,-0.028,-0.079,-0.009,0.027,-0.043,0.064,-0.002,-0.024,-0.032,0.015
7048,3x35,oxidoreductase,HEM_A_101,0,HIS-HIS,HIS,HIS,532.0,0.331,0.227,-0.099,-0.076,-0.007,0.067,-0.088,-0.01,-0.007,-0.052,0.032,0.023
7051,3zbm,oxidoreductase,HEC_A_1462,0,HIS-MET,HIS,MET,337.0,0.035,-0.65,-0.042,-0.067,0.03,0.008,-0.136,0.057,0.001,0.144,-0.039,-0.023
7062,3zcg,oxidoreductase,HEM_A_251,0,HIS-HOH,HIS,HOH,467.0,-0.764,0.141,-0.141,-0.162,0.009,-0.115,0.032,-0.015,0.002,-0.039,-0.046,0.044
7063,3zch,oxidoreductase,HEM_A_251,0,HIS,HIS,,458.0,-0.693,0.195,-0.174,-0.227,-0.001,-0.133,0.107,-0.016,-0.067,-0.005,0.004,0.026
7064,3zcy,oxidoreductase,HEM_A_251,0,HIS-EPE,HIS,EPE,468.0,-0.49,0.037,-0.123,-0.235,0.017,-0.071,0.166,-0.003,0.01,-0.033,0.036,0.051
7065,3zg2,oxidoreductase,HEM_A_1480,0,CYS-UDO,CYS,UDO,457.0,0.18,-0.778,0.172,0.051,0.018,-0.358,0.005,-0.003,0.112,-0.038,0.036,-0.065
7066,3zg3,oxidoreductase,HEM_A_490,0,CYS-UDD,CYS,UDD,501.0,0.031,-0.77,-0.059,0.477,0.004,-0.074,-0.001,0.0,-0.052,0.042,-0.033,-0.021
7073,3ziy,oxidoreductase,HEC_A_600,0,HIS-MET,HIS,MET,344.0,0.069,-0.701,-0.032,-0.045,0.02,-0.027,-0.134,0.055,0.013,0.021,-0.001,-0.024
7094,3zjp,oxidoreductase,HEM_A_200,0,HIS-IMD,HIS,IMD,415.0,0.289,-1.652,-0.085,0.087,-0.002,-0.004,-0.259,0.028,0.04,0.081,-0.101,-0.02
7097,3zjr,oxidoreductase,HEM_A_200,0,HIS-CYN,HIS,CYN,409.0,0.636,-1.365,0.141,-0.109,0.035,0.143,-0.161,0.02,0.027,0.059,-0.141,0.078
7102,3zkp,oxidoreductase,HEM_A_412,0,CYS-HOH,CYS,HOH,432.0,-0.241,-0.197,-0.105,-0.376,0.008,-0.026,0.119,0.009,0.053,0.066,-0.021,0.069
7139,3zqv,electron transporter,HEC_A_128,0,HIS,HIS,,411.0,-0.4,-0.254,0.197,-0.214,0.009,0.095,-0.102,0.026,0.048,0.025,-0.032,0.0
7140,3zqy,electron transporter,HEC_A_128,0,HIS-CMO,HIS,CMO,444.0,0.096,-0.319,-0.095,-0.142,0.015,-0.066,-0.012,0.014,-0.001,0.035,0.006,0.004
7148,3ztm,electron transporter,HEC_A_128,0,CMO-HOH,CMO,HOH,422.0,-0.021,-0.207,-0.197,-0.112,0.003,-0.048,-0.014,0.032,0.004,0.008,-0.023,0.018
7149,3ztz,electron transporter,HEC_A_1126,0,HIS-CMO,HIS,CMO,421.0,-0.042,-0.272,-0.145,-0.136,0.006,-0.034,-0.062,0.044,0.031,0.047,-0.021,-0.009
7150,3zwi,electron transporter,HEC_A_128,0,HIS-CMO,HIS,CMO,463.0,0.009,-0.222,0.082,-0.18,0.004,0.004,-0.09,0.004,0.025,0.016,-0.01,0.009
7151,451c,electron transporter,HEM_A_0,0,HIS-MET,HIS,MET,351.0,0.085,-0.497,-0.012,0.001,0.002,-0.005,-0.071,-0.011,-0.011,0.001,0.003,-0.001
7154,4a6z,oxidoreductase,HEM_A_1295,0,HIS-HOH,HIS,HOH,402.0,-0.63,0.304,0.071,-0.245,0.028,-0.137,0.132,-0.002,0.035,-0.042,-0.014,0.047
7155,4a71,oxidoreductase,HEM_A_1295,0,HIS-HOH,HIS,HOH,405.0,-0.611,0.272,0.09,-0.253,0.032,-0.144,0.13,-0.006,0.019,-0.057,-0.033,0.034
7156,4a78,oxidoreductase,HEM_A_1295,0,HIS,HIS,,409.0,-0.734,0.419,-0.043,-0.39,-0.012,-0.174,0.112,-0.004,0.061,-0.002,-0.008,0.011
7157,4a7m,oxidoreductase,HEM_A_1295,0,HIS-HOH,HIS,HOH,409.0,-0.59,0.279,0.077,-0.232,0.043,-0.094,0.173,0.002,0.07,0.018,-0.018,0.068
7174,4am2,oxidoreductase,HEM_A_1160,0,MET-MET,MET,MET,564.0,-0.705,-0.053,0.12,-0.202,0.02,0.122,-0.021,-0.076,0.141,0.063,-0.0,0.023
7175,4am4,oxidoreductase,HEM_A_1160,0,MET-MET,MET,MET,555.0,-0.698,0.009,0.049,-0.11,-0.031,0.075,0.054,-0.028,-0.01,-0.1,0.019,0.031
7176,4am5,oxidoreductase,HEM_A_1160,0,MET-MET,MET,MET,556.0,-0.705,0.019,0.04,-0.119,-0.029,0.1,0.041,-0.054,0.037,-0.061,0.06,0.003
7177,4apy,oxidoreductase,HEM_A_1418,0,CYS-EDO,CYS,EDO,365.0,-0.214,-0.175,-0.123,-0.043,-0.006,-0.062,0.065,0.022,0.129,-0.219,-0.039,0.019
7186,4avd,oxygen carrier,HEM_A_144,0,HIS-CMO,HIS,CMO,542.0,-0.005,-0.336,-0.117,-0.257,0.026,0.142,0.087,-0.019,-0.076,0.052,-0.003,0.031
7187,4ave,oxygen carrier,HEM_A_144,0,HIS,HIS,,597.0,-0.108,-0.058,-0.189,-0.378,0.006,0.044,0.068,0.002,-0.043,-0.198,-0.037,0.02
7204,4b4y,oxygen carrier,HEM_A_1155,0,HIS-OXY,HIS,OXY,529.0,0.534,-0.714,0.03,-0.195,-0.044,0.199,-0.26,-0.042,-0.027,-0.068,-0.05,0.0
7249,4bja,oxygen carrier,HEM_A_300,0,HIS-HIS,HIS,HIS,430.0,-0.359,-0.515,-0.018,0.039,-0.029,-0.007,0.35,0.005,-0.009,0.052,-0.037,0.105
7258,4blk,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,412.0,-0.772,0.3,0.217,-0.047,0.028,-0.046,0.149,0.014,0.067,0.025,-0.02,0.021
7259,4bll,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,420.0,-0.748,0.261,0.157,-0.134,0.019,-0.041,0.15,0.049,0.034,0.03,-0.029,0.013
7260,4bln,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,428.0,-0.697,0.23,0.199,-0.153,0.019,-0.018,0.176,0.01,0.082,0.014,-0.017,0.033
7261,4blx,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,403.0,-0.717,0.267,0.206,-0.096,-0.003,-0.029,0.205,0.028,0.086,-0.005,-0.011,0.057
7262,4bly,oxidoreductase,HEM_A_500,0,HIS,HIS,,430.0,-0.697,0.151,0.191,-0.213,0.022,-0.041,0.141,0.005,0.068,0.08,-0.025,0.043
7265,4bm0,oxidoreductase,HEM_A_500,0,HIS,HIS,,424.0,-0.744,0.24,0.206,-0.363,0.013,-0.034,0.074,0.007,0.142,-0.127,0.016,0.035
7268,4bm2,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,432.0,-0.77,0.283,0.253,-0.192,0.03,-0.095,0.263,0.02,0.101,0.131,-0.027,0.039
7269,4bm3,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,453.0,-0.777,0.263,0.257,-0.076,0.102,-0.021,0.226,-0.026,0.127,0.09,-0.035,0.067
7270,4bm4,oxidoreductase,HEM_A_500,0,HIS-HOH,HIS,HOH,418.0,-0.533,0.135,0.319,-0.248,0.027,0.015,0.086,-0.013,0.165,0.191,-0.05,0.044
7275,4c0c,oxidoreductase,HEM_A_1450,0,CYS-WVH,CYS,WVH,452.0,-0.165,-0.518,0.07,0.256,-0.004,-0.11,0.071,-0.035,-0.015,-0.141,0.052,-0.157
7276,4c0n,oxygen carrier,HEM_A_1157,0,HIS-OH,HIS,OH,452.0,-0.469,0.125,0.162,-0.093,0.011,-0.044,-0.003,-0.029,-0.042,-0.156,0.063,-0.01
7287,4c44,oxygen carrier,HEM_A_1151,0,HIS-HOH,HIS,HOH,453.0,-0.497,0.17,0.189,-0.013,0.002,-0.073,-0.005,-0.008,-0.106,0.02,0.052,-0.043
7320,4ccp,oxidoreductase,HEM_A_296,0,HIS-HOH,HIS,HOH,452.0,-0.691,0.278,-0.023,-0.071,-0.015,0.001,0.21,0.026,0.01,0.001,-0.011,-0.008
7321,4ccx,oxidoreductase,HEM_A_295,0,HIS-HOH,HIS,HOH,443.0,-0.612,0.279,0.178,-0.065,0.004,-0.107,0.181,-0.013,0.069,-0.125,0.001,-0.013
7322,4cda,electron transporter,HEC_A_129,0,HIS,HIS,,416.0,-0.483,-0.268,0.256,-0.164,-0.0,0.117,-0.092,0.06,-0.007,-0.119,-0.016,-0.003
7323,4cdp,oxidoreductase,HEM_A_402,0,HIS-FMT,HIS,FMT,585.0,0.11,-0.89,0.023,-0.07,-0.019,-0.166,-0.039,-0.011,-0.055,-0.01,0.028,-0.05
7326,4cdv,electron transporter,HEC_A_128,0,HIS,HIS,,401.0,-0.384,-0.301,0.196,-0.203,0.003,0.104,-0.129,0.018,0.022,-0.003,-0.036,0.01
7327,4cdy,electron transporter,HEC_A_1127,0,HIS,HIS,,469.0,-0.21,-0.373,0.369,-0.093,0.004,0.07,-0.111,0.036,0.043,-0.079,-0.013,-0.03
7330,4cip,electron transporter,HEC_A_128,0,HIS,HIS,,409.0,-0.248,-0.306,0.129,-0.197,-0.01,0.063,-0.09,-0.006,0.007,0.011,-0.029,0.004
7331,4cjg,electron transporter,HEC_A_128,0,NO,NO,,463.0,-0.331,-0.53,0.22,-0.008,0.011,0.119,-0.048,0.02,0.014,0.032,-0.022,0.003
7332,4cjo,electron transporter,HEC_A_128,0,HIS,HIS,,440.0,-0.309,-0.281,0.167,-0.09,-0.009,0.086,-0.139,-0.01,0.036,-0.01,-0.0,-0.033
7335,4ck9,oxidoreductase,HEM_A_1480,0,CYS-LFT,CYS,LFT,486.0,-0.153,-0.215,0.023,0.379,0.015,-0.054,-0.017,-0.012,-0.073,-0.036,0.05,-0.09
7336,4cka,oxidoreductase,HEM_A_1480,0,CYS-LFS,CYS,LFS,461.0,-0.099,-0.446,-0.1,0.401,0.019,-0.114,0.004,-0.001,-0.066,-0.021,0.067,-0.021
7345,4cp4,oxidoreductase,HEM_A_415,0,CYS,CYS,,460.0,0.35,-0.509,-0.079,-0.006,-0.017,-0.1,-0.009,-0.056,-0.057,-0.008,0.02,0.008
7346,4cpp,oxidoreductase,HEM_A_417,0,CYS-HOH,CYS,HOH,446.0,0.23,-0.279,-0.029,-0.049,-0.011,-0.037,0.048,-0.065,-0.033,0.012,0.024,-0.005
7377,4cuo,oxidoreductase,HEM_A_1307,0,HIS-CL,HIS,CL,393.0,-1.004,0.289,-0.066,-0.138,-0.108,-0.216,0.103,-0.017,-0.045,0.06,-0.026,0.037
7380,4cvi,oxidoreductase,HEM_A_1295,0,HIS-DOD,HIS,DOD,440.0,-0.717,0.216,0.104,-0.154,0.041,-0.059,0.175,0.026,-0.061,-0.174,-0.043,0.054
7381,4cvj,oxidoreductase,HEM_A_1295,0,HIS-DOD,HIS,DOD,390.0,-0.571,0.262,-0.03,-0.111,0.008,-0.081,0.146,0.022,0.118,-0.079,0.015,0.029
7408,4czn,oxidoreductase,HEM_A_1372,0,HIS-HOH,HIS,HOH,444.0,-0.618,0.14,0.233,-0.103,-0.002,-0.059,0.142,0.033,-0.004,0.012,-0.021,0.027
7409,4czo,oxidoreductase,HEM_A_1374,0,HIS-HOH,HIS,HOH,449.0,-0.595,0.122,0.167,-0.118,0.009,-0.041,0.221,0.013,0.005,-0.007,-0.024,0.015
7410,4czp,oxidoreductase,HEM_A_1374,0,HIS,HIS,,450.0,-0.616,0.094,0.119,-0.292,-0.006,-0.022,0.171,0.009,0.03,0.077,-0.006,0.066
7411,4czq,oxidoreductase,HEM_A_1372,0,HIS,HIS,,439.0,-0.579,0.117,0.177,-0.126,-0.005,-0.035,0.179,0.02,0.013,-0.006,-0.026,0.014
7412,4czr,oxidoreductase,HEM_A_1371,0,HIS,HIS,,444.0,-0.62,0.095,0.157,-0.243,-0.002,-0.023,0.149,0.012,0.051,0.104,-0.02,0.036
7449,4d3i,oxidoreductase,HEM_A_901,0,CYS,CYS,,509.0,-0.322,-0.557,0.551,0.017,0.035,0.032,-0.038,-0.011,-0.024,-0.019,0.065,0.011
7450,4d3j,oxidoreductase,HEM_A_901,0,CYS,CYS,,510.0,-0.348,-0.593,0.621,0.036,0.028,0.056,-0.022,-0.01,-0.04,0.009,0.11,0.015
7453,4d3m,oxidoreductase,HEM_A_901,0,CYS,CYS,,504.0,-0.238,-0.537,0.549,-0.021,0.033,-0.026,-0.04,-0.004,-0.042,0.02,0.043,-0.012
7454,4d3n,oxidoreductase,HEM_A_901,0,CYS,CYS,,476.0,-0.303,-0.597,0.563,0.098,0.032,0.066,-0.035,-0.012,-0.015,-0.018,0.043,0.024
7455,4d3o,oxidoreductase,HEM_A_901,0,CYS,CYS,,488.0,-0.402,-0.541,0.597,0.074,0.016,0.097,-0.02,-0.01,-0.013,-0.024,0.068,0.007
7456,4d3t,oxidoreductase,HEM_A_901,0,CYS,CYS,,539.0,-0.337,-0.296,0.67,0.01,0.029,-0.02,-0.015,-0.012,-0.032,-0.016,0.052,-0.003
7457,4d3u,oxidoreductase,HEM_A_901,0,CYS,CYS,,532.0,-0.369,-0.37,0.691,0.011,0.035,-0.035,-0.022,-0.009,0.055,-0.045,0.05,-0.044
7458,4d3v,oxidoreductase,HEM_A_901,0,CYS,CYS,,532.0,-0.389,-0.311,0.698,0.002,0.006,-0.009,-0.007,-0.009,-0.002,-0.034,0.084,0.04
7459,4d4n,electron transporter,HEC_A_128,0,NO,NO,,468.0,-0.316,-0.481,0.241,0.015,-0.011,0.128,-0.051,0.036,0.001,-0.033,-0.065,0.021
7460,4d4x,electron transporter,HEC_A_128,0,NO,NO,,462.0,-0.29,-0.604,0.15,0.027,0.02,0.144,-0.121,0.005,-0.016,0.048,-0.044,0.028
7461,4d6z,oxidoreductase,HEM_A_1500,0,CYS-IMD,CYS,IMD,447.0,-0.284,0.131,0.041,-0.261,0.024,-0.147,0.09,0.007,-0.014,-0.039,-0.009,0.014
7462,4d75,oxidoreductase,HEM_A_601,0,CYS-PK9,CYS,PK9,427.0,-0.303,0.176,0.068,-0.119,-0.001,-0.16,0.069,0.013,-0.141,-0.049,-0.026,0.008
7463,4d78,oxidoreductase,HEM_A_1500,0,CYS-J9K,CYS,J9K,406.0,-0.085,-0.111,-0.042,-0.003,0.014,-0.072,0.002,0.013,-0.044,-0.036,0.034,-0.056
7464,4d7d,oxidoreductase,HEM_A_1500,0,CYS-PKT,CYS,PKT,444.0,-0.332,0.144,-0.067,-0.306,-0.015,0.07,-0.003,-0.005,0.308,-0.049,0.051,0.135
7465,4d7h,oxidoreductase,HEM_A_901,0,CYS,CYS,,534.0,-0.452,-0.425,0.693,0.031,0.022,0.099,-0.008,-0.013,-0.021,-0.044,0.036,0.053
7466,4d7i,oxidoreductase,HEM_A_901,0,CYS,CYS,,540.0,-0.396,-0.572,0.683,0.017,0.001,0.023,0.027,-0.018,-0.008,-0.07,0.064,0.07
7467,4d7j,oxidoreductase,HEM_A_901,0,CYS,CYS,,518.0,-0.424,-0.517,0.666,0.011,0.028,0.037,0.009,-0.01,-0.029,-0.02,0.068,0.014
7470,4dc7,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,528.0,-0.012,-0.004,-0.081,-0.15,0.004,0.025,0.015,-0.007,0.014,0.017,0.021,0.038
7471,4dc8,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,537.0,-0.006,-0.004,-0.074,-0.149,0.005,0.026,0.014,-0.006,0.003,0.021,0.019,0.039
7480,4dnj,oxidoreductase,HEM_A_501,0,CYS,CYS,,367.0,-0.409,-0.812,-0.161,-0.269,-0.001,-0.165,0.195,0.035,-0.084,-0.001,0.03,-0.018
7527,4dxy,oxidoreductase,HEM_A_501,0,CYS-HOH,CYS,HOH,401.0,-0.263,-0.264,0.018,-0.21,-0.084,-0.006,0.038,-0.038,0.068,0.151,-0.121,0.1
7528,4dy9,electron transporter,HEM_A_201,0,HIS-MET,HIS,MET,330.0,-0.152,-0.6,0.133,-0.251,-0.006,-0.081,-0.117,0.014,0.039,0.105,-0.059,-0.034
7529,4e2p,oxidoreductase,HEM_A_401,0,CYS-HOH,CYS,HOH,405.0,-1.138,-1.573,-0.307,0.096,-0.101,-0.131,0.022,-0.004,0.481,0.158,0.08,0.028
7551,4eic,electron transporter,HEC_A_101,0,HIS-MET,HIS,MET,365.0,0.246,-0.683,0.004,-0.036,0.011,-0.025,-0.263,0.027,-0.001,0.002,-0.007,-0.01
7552,4eid,electron transporter,HEC_A_101,0,HIS-MET,HIS,MET,380.0,0.16,-0.822,-0.001,0.044,0.001,-0.045,-0.251,0.033,0.014,-0.046,-0.006,-0.006
7553,4eie,electron transporter,HEC_A_101,0,HIS-MET,HIS,MET,368.0,0.743,-0.537,-0.035,0.037,0.025,0.097,-0.179,0.08,0.03,-0.007,-0.024,-0.002
7554,4eif,electron transporter,HEC_A_101,0,HIS-MET,HIS,MET,352.0,0.595,-0.464,0.006,-0.086,0.004,0.11,-0.188,0.083,0.014,-0.011,-0.025,0.001
7571,4eji,oxidoreductase,HEM_A_501,0,CYS-0QA,CYS,0QA,406.0,-0.212,-0.02,-0.068,-0.344,-0.008,-0.028,-0.134,0.031,0.036,-0.055,0.0,-0.005
7578,4enh,oxidoreductase,HEM_A_601,0,CYS-FVX,CYS,FVX,400.0,-0.155,-0.145,-0.05,-0.101,0.007,-0.286,-0.14,0.158,0.122,0.015,0.061,-0.08
7599,4ep6,oxidoreductase,HEM_A_601,0,CYS-IMD,CYS,IMD,469.0,0.292,0.381,-0.123,0.365,-0.049,0.281,-0.02,0.03,-0.072,0.353,0.049,0.026
7614,4f68,oxygen carrier,HEM_A_201,0,HIS-OXY,HIS,OXY,521.0,0.056,0.13,-0.137,-0.292,0.015,0.074,-0.05,-0.007,-0.103,-0.006,-0.023,0.041
7615,4f69,oxygen carrier,HEM_A_203,0,HIS-CMO,HIS,CMO,525.0,0.046,0.182,-0.181,-0.332,-0.013,0.075,-0.079,-0.009,-0.133,0.081,-0.003,0.021
7616,4f6b,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,540.0,-0.069,-0.167,-0.119,-0.201,0.004,0.09,0.096,-0.004,-0.042,0.015,-0.036,0.041
7617,4f6d,oxygen carrier,HEM_A_201,0,HIS-OXY,HIS,OXY,522.0,-0.071,-0.176,-0.125,-0.272,0.016,0.084,0.053,0.0,-0.107,-0.001,-0.047,0.048
7618,4f6f,oxygen carrier,HEM_A_201,0,HIS-CMO,HIS,CMO,563.0,-0.123,-0.293,-0.142,-0.247,-0.018,0.129,-0.013,-0.0,-0.11,-0.096,-0.042,0.045
7619,4f6g,oxygen carrier,HEM_A_201,0,HIS-HOH,HIS,HOH,540.0,-0.067,-0.15,-0.131,-0.198,0.006,0.088,0.089,-0.003,-0.035,0.011,-0.023,0.047
